test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest02145,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02146,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02147,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02148,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02149,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02150,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02151,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02152,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02153,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02154,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02155,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02156,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02157,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02158,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02159,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02160,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02161,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02162,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02163,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02164,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest02165,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.675477596449973,P2 - High (ML Probable Vulnerability)
BenchmarkTest02166,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6941563292264352,P2 - High (ML Probable Vulnerability)
BenchmarkTest02167,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7097295014333608,P2 - High (ML Probable Vulnerability)
BenchmarkTest02168,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6941563292264352,P2 - High (ML Probable Vulnerability)
BenchmarkTest02169,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02170,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02171,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02172,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6133730231246536,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02173,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02174,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6352860383034056,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02175,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6325793924610322,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02176,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6325793924610322,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest02177,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6299341752169263,P3 - Medium (ML Moderate / Needs Review)
