test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest02590,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02590.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02591,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02591.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02592,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02592.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02593,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02593.java,74,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02594,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02594.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02595,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02595.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02596,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02596.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02597,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02597.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02598,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02598.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02599,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02599.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02600,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02600.java,76,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02601,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02601.java,76,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02602,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02602.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest02603,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02603.java,73,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest02604,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02604.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest02605,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02605.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest02606,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02606.java,72,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest02608,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02608.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest02609,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02609.java,73,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
